question,passage,label,idx
does canada have a one thousand dollar bill? What do you think? Share your thoughts in the comments below. Do you know the story behind Canada's one-hundred dollar bills? Send photos and videos to jennifer.smith@mailonline.co.uk.,The bank of canada has requested that financial institutions return 1000 notes for destruction. The denomination was withdrawn on the advice of the solicitor general and the royal canadian mounted policercmp as it was often used for money laundering and organized crime. printing of  the 1000 note ceased in 2000.,0,6258
does a karyotype tell all of a persons genetic characteristics,karyotype  a karyotype is the number and appearance of chromosomes in the nucleus of an eukaryotic cell the term is also used for the complete set of chromosomes in a species or in an individual organism and for a test that detects this complement or measures the number,1,8242
does a karyotype tell all of a persons genetic characteristics,A karyotype is the number and appearance of chromosomes in the nucleus of an eukaryotic cell. The term is also used for the complete set of chromosome in a species or in an individual organism and for a test that detects this complement or measures the numbers.,1,8242
does a karyotype tell all of a persons genetic characteristics? What do you think? Let us know in the comments below. Back to Mail Online home. back to the page you came from. Click here to read the original article. CLICK HERE to see the full transcript of the interview.,A karyotype is the number and appearance of chromosomes in the nucleus of an eukaryotic cell. The term is also used for the complete set of chromosome in a species or in an individual organism and for a test that detects this complement or measures thenumber.,1,8242
does a karyotype tell all of a persons genetic characteristics? What do you think? Let us know in the comments below. Back to Mail Online home. back to the page you came from. Click here to read the original article. CLICK HERE to see the full transcript of the interview.,A karyotype is the number and appearance of chromosomes in the nucleus of an eukaryotic cell. The term is also used for the complete set of chromosome in a species or in an individual organism and for a test that detects this complement or measures the number.,1,8242
does a karyotype tell all of a persons genetic characteristics,A karyotype is the number and appearance of chromosomes in the nucleus of an eukaryotic cell. The term is also used for the complete set of chromosome in a species or in an individual organism and for a test that detects this complement or measures thenumber.,1,8242
does a karyotype tell all of a persons genetic characteristics,A karyotype is the number and appearance of chromosomes in the nucleus of an eukaryotic cell. The term is also used for the complete set of chromosome in a species or in an individual organism and for a test that detects this complement or measures the number.,1,8242
does a karyotype tell all of a persons genetic characteristics? What do you think? Let us know in the comments below. Back to Mail Online home. back to the page you came from. Click here to read the original article. CLICK HERE to see the full transcript of the interview.,karyotype  a karyotype is the number and appearance of chromosomes in the nucleus of an eukaryotic cell the term is also used for the complete set of chromosomes in a species or in an individual organism and for a test that detects this complement or measures the number,1,8242
does a karyotype tell all of a persons genetic characteristics? What do you think? Let us know in the comments below. Back to Mail Online home. back to the page you came from. Click here to read the original article. CLICK HERE to see the full transcript of the interview.,A karyotype is the number and appearance of chromosomes in the nucleus of an eukaryotic cell. The term is also used for the complete set of chromosome in a species or in an individual organism and for a test that detects this complement or measures the numbers.,1,8242
can the word they be used as a singular pronoun,singular they  singular they is the use in english of the pronoun they or its inflected or derivative forms them their theirs and themselves or themself as an epicene genderneutral singular pronoun it typically occurs with an antecedent of indeterminate gender as in sentences such as,1,5034
can the word they be used as a singular pronoun,"singular they  singular they is the use in english of the pronoun they or its inflected or derivative forms them their theirs and themselves or themself as an epicene genderneutral singular pronoun. It typically occurs with an antecedent of indeterminate gender as in sentences such as  """,1,5034
"can the word they be used as a singular pronoun is used to refer to a person or a group of people. For more information on how to use the pronoun ""they"" see: http://www.cnn.com/2013/01/07/features/how-to-use-the","singular they  singular they is the use in english of the pronoun they or its inflected or derivative forms them their theirs and themselves or themself as an epicene genderneutral singular pronoun. It typically occurs with an antecedent of indeterminate gender as in sentences such as  ""I",1,5034
"can the word they be used as a singular pronoun is used to refer to a person or a group of people. For more information on how to use the pronoun ""they"" see: http://www.cnn.com/2013/01/07/features/how-to-use-the",singular they  singular they is the use in english of the pronoun they or its inflected or derivative forms them their theirs and themselves or themself as an epicene genderneutral singular pronoun. It typically occurs with an antecedent of indeterminate gender as in sentences such as ,1,5034
can the word they be used as a singular pronoun,"singular they  singular they is the use in english of the pronoun they or its inflected or derivative forms them their theirs and themselves or themself as an epicene genderneutral singular pronoun. It typically occurs with an antecedent of indeterminate gender as in sentences such as  ""I",1,5034
can the word they be used as a singular pronoun,singular they  singular they is the use in english of the pronoun they or its inflected or derivative forms them their theirs and themselves or themself as an epicene genderneutral singular pronoun. It typically occurs with an antecedent of indeterminate gender as in sentences such as ,1,5034
"can the word they be used as a singular pronoun is used to refer to a person or a group of people. For more information on how to use the pronoun ""they"" see: http://www.cnn.com/2013/01/07/features/how-to-use-the",singular they  singular they is the use in english of the pronoun they or its inflected or derivative forms them their theirs and themselves or themself as an epicene genderneutral singular pronoun it typically occurs with an antecedent of indeterminate gender as in sentences such as,1,5034
"can the word they be used as a singular pronoun is used to refer to a person or a group of people. For more information on how to use the pronoun ""they"" see: http://www.cnn.com/2013/01/07/features/how-to-use-the","singular they  singular they is the use in english of the pronoun they or its inflected or derivative forms them their theirs and themselves or themself as an epicene genderneutral singular pronoun. It typically occurs with an antecedent of indeterminate gender as in sentences such as  """,1,5034
is the uk prime minister head of state,prime minister of the united kingdom  the prime minister of the united kingdom is the head of the united kingdom government the prime minister informally abbreviated to pm and cabinet consisting of all the most senior ministers most of whom are government department heads are collectively accountable for their policies and actions to the monarch to parliament to their political party and ultimately to the electorate the office is one of the great offices of state the current holder of the office theresa may leader of the conservative party was appointed by the queen on 13 july 2016,1,8991
is the uk prime minister head of state,The prime minister of the united kingdom is the head of a government. The cabinet is made up of all the most senior ministers most of whom are government department heads. They are collectively accountable for their policies and actions to the monarch to parliament to their own people. Prime Minister is informally abbreviated to pm,1,8991
"is the uk prime minister head of state   ? What do you think? Let us know in the comments below. Visit CNN.com/sport for more coverage of the 2014 Winter Olympics in Sochi, Russia. Click here for all the latest news from Sochi.",The prime minister of the united kingdom is the head of a government. The cabinet is made up of all the most senior ministers most of whom are government department heads. They are collectively accountable for their policies and actions to the monarch to parliament to their own people. Prime Minister is informally abbreviated to PM,1,8991
"is the uk prime minister head of state   ? What do you think? Let us know in the comments below. Visit CNN.com/sport for more coverage of the 2014 Winter Olympics in Sochi, Russia. Click here for all the latest news from Sochi.",The prime minister of the united kingdom is the head of a government. The cabinet is made up of all the most senior ministers most of whom are government department heads. They are collectively accountable for their policies and actions to the monarch to parliament to their own people. Prime Minister is informally abbreviated as pm,1,8991
is the uk prime minister head of state,The prime minister of the united kingdom is the head of a government. The cabinet is made up of all the most senior ministers most of whom are government department heads. They are collectively accountable for their policies and actions to the monarch to parliament to their own people. Prime Minister is informally abbreviated to PM,1,8991
is the uk prime minister head of state,The prime minister of the united kingdom is the head of a government. The cabinet is made up of all the most senior ministers most of whom are government department heads. They are collectively accountable for their policies and actions to the monarch to parliament to their own people. Prime Minister is informally abbreviated as pm,1,8991
"is the uk prime minister head of state   ? What do you think? Let us know in the comments below. Visit CNN.com/sport for more coverage of the 2014 Winter Olympics in Sochi, Russia. Click here for all the latest news from Sochi.",prime minister of the united kingdom  the prime minister of the united kingdom is the head of the united kingdom government the prime minister informally abbreviated to pm and cabinet consisting of all the most senior ministers most of whom are government department heads are collectively accountable for their policies and actions to the monarch to parliament to their political party and ultimately to the electorate the office is one of the great offices of state the current holder of the office theresa may leader of the conservative party was appointed by the queen on 13 july 2016,1,8991
"is the uk prime minister head of state   ? What do you think? Let us know in the comments below. Visit CNN.com/sport for more coverage of the 2014 Winter Olympics in Sochi, Russia. Click here for all the latest news from Sochi.",The prime minister of the united kingdom is the head of a government. The cabinet is made up of all the most senior ministers most of whom are government department heads. They are collectively accountable for their policies and actions to the monarch to parliament to their own people. Prime Minister is informally abbreviated to pm,1,8991
is emotional quotient the same as emotional intelligence,emotional intelligence  emotional intelligence ei also known as emotional quotient eq and emotional intelligence quotient eiq is the capability of individuals to recognize their own emotions and those of others discern between different feelings and label them appropriately use emotional information to guide thinking and behavior and manage andor adjust emotions to adapt to environments or achieve ones goals,1,7756
is emotional quotient the same as emotional intelligence,emotional intelligence is the capability of individuals to recognize their own emotions and those of others discern between different feelings and label them appropriately use emotional information to guide thinking and behavior and manage andor adjust emotions to adapt to environments. It is also known as emotional quotient eq and emotional intelligence quotients eiq.,1,7756
"is emotional quotient the same as emotional intelligence. It is a measure of a person's ability to cope with stress, anxiety, anger, depression, and other emotions. The word ""emotional"" is used to refer to people who have a high level of emotion. For more information, go to",emotional intelligence is the capability of individuals to recognize their own emotions and those of others discern between different feelings and label them appropriately use emotional information to guide thinking and behavior and manage andor adjust emotions to adapt to environments. It is also known as emotional quotient eq and emotional intelligence quotien eiq.,1,7756
"is emotional quotient the same as emotional intelligence. It is a measure of a person's ability to cope with stress, anxiety, anger, depression, and other emotions. The word ""emotional"" is used to refer to people who have a high level of emotion. For more information, go to",emotional intelligence is the capability of individuals to recognize their own emotions and those of others discern between different feelings and label them appropriately use emotional information to guide thinking and behavior and manage andor adjust emotions to adapt to environments. It is also known as emotional quotient eq and emotional intelligence quotitude eiq.,1,7756
is emotional quotient the same as emotional intelligence,emotional intelligence is the capability of individuals to recognize their own emotions and those of others discern between different feelings and label them appropriately use emotional information to guide thinking and behavior and manage andor adjust emotions to adapt to environments. It is also known as emotional quotient eq and emotional intelligence quotien eiq.,1,7756
is emotional quotient the same as emotional intelligence,emotional intelligence is the capability of individuals to recognize their own emotions and those of others discern between different feelings and label them appropriately use emotional information to guide thinking and behavior and manage andor adjust emotions to adapt to environments. It is also known as emotional quotient eq and emotional intelligence quotitude eiq.,1,7756
"is emotional quotient the same as emotional intelligence. It is a measure of a person's ability to cope with stress, anxiety, anger, depression, and other emotions. The word ""emotional"" is used to refer to people who have a high level of emotion. For more information, go to",emotional intelligence  emotional intelligence ei also known as emotional quotient eq and emotional intelligence quotient eiq is the capability of individuals to recognize their own emotions and those of others discern between different feelings and label them appropriately use emotional information to guide thinking and behavior and manage andor adjust emotions to adapt to environments or achieve ones goals,1,7756
"is emotional quotient the same as emotional intelligence. It is a measure of a person's ability to cope with stress, anxiety, anger, depression, and other emotions. The word ""emotional"" is used to refer to people who have a high level of emotion. For more information, go to",emotional intelligence is the capability of individuals to recognize their own emotions and those of others discern between different feelings and label them appropriately use emotional information to guide thinking and behavior and manage andor adjust emotions to adapt to environments. It is also known as emotional quotient eq and emotional intelligence quotients eiq.,1,7756
do you need glasses for reald 3d movies,reald 3d  the highresolution digital cinema grade video projector alternately projects righteye frames and lefteye frames switching between them 144 times per second the projector is either a texas instruments digital light processing device or sonys reflective lcos liquid crystal on silicon a pushpull electrooptical liquid crystal modulator called a zscreen is placed immediately in front of the projector lens to alternately polarize each frame it circularly polarizes the frames clockwise for the right eye and counterclockwise for the left eye the audience wears circularly polarized glasses that have oppositely polarized lenses that ensures each eye sees only its designated frame in reald cinema each frame is projected three times to reduce flicker a system called triple flash the source video is usually produced at 24 frames per second per eye total 48 framess which may result in subtle ghosting and stuttering on horizontal camera movements a silver screen is used to maintain the light polarization upon reflection and to reduce reflection loss to counter some of the significant light loss due to polarization filter absorption the result is a 3d picture that seems to extend behind and in front of the screen itself,1,8269
do you need glasses for reald 3d movies,reald 3d  the highresolution digital cinema grade video projector alternately projects righteye frames and lefteye frames switching between them 144 times per second. The projector is either a texas instruments digital light processing device or sonys reflective lcos liquid crystal on silicon a pushpull electrooptical,1,8269
do you need glasses for reald 3d movies? Do you know how to use a 3D camera? Tell us in the comments below or on Twitter @CNNOpinion. We'd love to hear from you about your experiences. Send your photos and videos to jennifer.smith@mail,reald 3d  the highresolution digital cinema grade video projector alternately projects righteye frames and lefteye frames switching between them 144 times per second. The projector is either a texas instruments digital light processing device or sonys reflective lcos liquid crystal on silicon.,1,8269
do you need glasses for reald 3d movies? Do you know how to use a 3D camera? Tell us in the comments below or on Twitter @CNNOpinion. We'd love to hear from you about your experiences. Send your photos and videos to jennifer.smith@mail,reald 3d  the highresolution digital cinema grade video projector alternately projects righteye frames and lefteye frames switching between them 144 times per second. projector is either a texas instruments digital light processing device or sonys reflective lcos liquid crystal on silicon a pushpull electrooptical liquid,1,8269
do you need glasses for reald 3d movies,reald 3d  the highresolution digital cinema grade video projector alternately projects righteye frames and lefteye frames switching between them 144 times per second. The projector is either a texas instruments digital light processing device or sonys reflective lcos liquid crystal on silicon.,1,8269
do you need glasses for reald 3d movies,reald 3d  the highresolution digital cinema grade video projector alternately projects righteye frames and lefteye frames switching between them 144 times per second. projector is either a texas instruments digital light processing device or sonys reflective lcos liquid crystal on silicon a pushpull electrooptical liquid,1,8269
do you need glasses for reald 3d movies? Do you know how to use a 3D camera? Tell us in the comments below or on Twitter @CNNOpinion. We'd love to hear from you about your experiences. Send your photos and videos to jennifer.smith@mail,reald 3d  the highresolution digital cinema grade video projector alternately projects righteye frames and lefteye frames switching between them 144 times per second the projector is either a texas instruments digital light processing device or sonys reflective lcos liquid crystal on silicon a pushpull electrooptical liquid crystal modulator called a zscreen is placed immediately in front of the projector lens to alternately polarize each frame it circularly polarizes the frames clockwise for the right eye and counterclockwise for the left eye the audience wears circularly polarized glasses that have oppositely polarized lenses that ensures each eye sees only its designated frame in reald cinema each frame is projected three times to reduce flicker a system called triple flash the source video is usually produced at 24 frames per second per eye total 48 framess which may result in subtle ghosting and stuttering on horizontal camera movements a silver screen is used to maintain the light polarization upon reflection and to reduce reflection loss to counter some of the significant light loss due to polarization filter absorption the result is a 3d picture that seems to extend behind and in front of the screen itself,1,8269
do you need glasses for reald 3d movies? Do you know how to use a 3D camera? Tell us in the comments below or on Twitter @CNNOpinion. We'd love to hear from you about your experiences. Send your photos and videos to jennifer.smith@mail,reald 3d  the highresolution digital cinema grade video projector alternately projects righteye frames and lefteye frames switching between them 144 times per second. The projector is either a texas instruments digital light processing device or sonys reflective lcos liquid crystal on silicon a pushpull electrooptical,1,8269
can you be sued for giving someone hiv,criminal transmission of hiv  criminal transmission of hiv is the intentional or reckless infection of a person with the human immunodeficiency virus hiv this is often conflated in laws and in discussion with criminal exposure to hiv which does not require the transmission of the virus and often as in the cases of spitting and biting does not include a realistic means of transmission some countries or jurisdictions including some areas of the us have enacted laws expressly to criminalize hiv transmission or exposure charging those accused with criminal transmission of hiv others including the united kingdom charge the accused under existing laws with such crimes as murder fraud canada manslaughter attempted murder or assault,1,2138
can you be sued for giving someone hiv,criminal transmission of hiv is the intentional or reckless infection of a person with the human immunodeficiency virus hIV. This is often conflated in laws and in discussion with criminal exposure to hv which does not require the transmission. Often as in the cases of.,1,2138
"can you be sued for giving someone hiv  in the U.S. if you are a victim of domestic violence or sexual assault? If so, you could face up to 10 years in prison. If you have been victim to domestic abuse or sex assault, see www.cnn.com/",criminal transmission of hiv is the intentional or reckless infection of a person with the human immunodeficiency virus hIV. This is often conflated in laws and in discussion with criminal exposure to hv which does not require the transmission. Often as in the cases of,1,2138
"can you be sued for giving someone hiv  in the U.S. if you are a victim of domestic violence or sexual assault? If so, you could face up to 10 years in prison. If you have been victim to domestic abuse or sex assault, see www.cnn.com/",criminal transmission of hiv is the intentional or reckless infection of a person with the human immunodeficiency virus hIV. This is often conflated in laws and in discussion with criminal exposure to hv which does not require the transmission. Often as in the cases of the.,1,2138
can you be sued for giving someone hiv,criminal transmission of hiv is the intentional or reckless infection of a person with the human immunodeficiency virus hIV. This is often conflated in laws and in discussion with criminal exposure to hv which does not require the transmission. Often as in the cases of,1,2138
can you be sued for giving someone hiv,criminal transmission of hiv is the intentional or reckless infection of a person with the human immunodeficiency virus hIV. This is often conflated in laws and in discussion with criminal exposure to hv which does not require the transmission. Often as in the cases of the.,1,2138
"can you be sued for giving someone hiv  in the U.S. if you are a victim of domestic violence or sexual assault? If so, you could face up to 10 years in prison. If you have been victim to domestic abuse or sex assault, see www.cnn.com/",criminal transmission of hiv  criminal transmission of hiv is the intentional or reckless infection of a person with the human immunodeficiency virus hiv this is often conflated in laws and in discussion with criminal exposure to hiv which does not require the transmission of the virus and often as in the cases of spitting and biting does not include a realistic means of transmission some countries or jurisdictions including some areas of the us have enacted laws expressly to criminalize hiv transmission or exposure charging those accused with criminal transmission of hiv others including the united kingdom charge the accused under existing laws with such crimes as murder fraud canada manslaughter attempted murder or assault,1,2138
"can you be sued for giving someone hiv  in the U.S. if you are a victim of domestic violence or sexual assault? If so, you could face up to 10 years in prison. If you have been victim to domestic abuse or sex assault, see www.cnn.com/",criminal transmission of hiv is the intentional or reckless infection of a person with the human immunodeficiency virus hIV. This is often conflated in laws and in discussion with criminal exposure to hv which does not require the transmission. Often as in the cases of.,1,2138
did greece qualify for the world cup 2018,2018 fifa world cup qualification – uefa group h  the group winners belgium qualified directly for the 2018 fifa world cup the group runnersup greece advanced to the playoffs as one of the best 8 runnersup where they lost to croatia and thus failed to qualify for the first time since 2010,0,1509
did greece qualify for the world cup 2018,The group winners belgium qualified directly for the 2018 fifa world cup. The group runnersup greece advanced to the playoffs as one of the best 8 runnerup where they lost to croatia and thus failed to qualify. Greece were eliminated in the group stage.,0,1509
"did greece qualify for the world cup 2018   for the first time in the history of the Greek national football team. Did Greece reach the quarter-finals? Did they make it to the last eight? Do you know who they are? If so, please email jennifer.",The group winners belgium qualified directly for the 2018 fifa world cup. The group runnersup greece advanced to the playoffs as one of the best 8 runnerup where they lost to croatia and thus failed to qualify. Greece were eliminated in the group stage after losing to Croatia.,0,1509
"did greece qualify for the world cup 2018   for the first time in the history of the Greek national football team. Did Greece reach the quarter-finals? Did they make it to the last eight? Do you know who they are? If so, please email jennifer.",The group winners belgium qualified directly for the 2018 fifa world cup. The group runnersup greece advanced to the playoffs as one of the best 8 runnerup where they lost to croatia and thus failed to qualify. Greece were eliminated in the quarter-finals.,0,1509
did greece qualify for the world cup 2018,The group winners belgium qualified directly for the 2018 fifa world cup. The group runnersup greece advanced to the playoffs as one of the best 8 runnerup where they lost to croatia and thus failed to qualify. Greece were eliminated in the group stage after losing to Croatia.,0,1509
